TICKET_NMBR,assigned_group
IN10040024,1
IN10040025,1
IN10040026,1
IN10040027,3
IN10040028,1
IN10040029,1
IN10040030,3
IN10040031,1
IN10040032,1
IN10040033,2
IN10040034,1
IN10040035,1
IN10040036,2
IN10040037,1
IN10040038,1
IN10040039,2
IN10040040,1
IN10040042,1
IN10040043,1
IN10040044,1
IN10040045,1
IN10040046,1
IN10040047,1
IN10040048,1
IN10040049,1
IN10040050,1
IN10040051,2
IN10040052,2
IN10040053,2
IN10040054,1
IN10040055,1
IN10040056,1
IN10040057,2
IN10040058,2
IN10040059,1
IN10040061,3
IN10040062,2
IN10040063,2
IN10040064,8
IN10040065,1
IN10040066,2
IN10040067,2
IN10040068,2
IN10040069,2
IN10040070,1
IN10040071,1
IN10040072,1
IN10040073,1
IN10040074,1
IN10040075,2
IN10040076,1
IN10040077,2
IN10040078,2
IN10040079,1
IN10040080,1
IN10040081,3
IN10040082,1
IN10040083,2
IN10040084,2
IN10040085,2
IN10040086,2
IN10040087,1
IN10040088,3
IN10040090,1
IN10040091,1
IN10040092,1
IN10040093,3
IN10040094,2
IN10040095,1
IN10040096,2
IN10040097,1
IN10040098,3
IN10040099,1
IN10040100,2
IN10040101,1
IN10040102,2
IN10040103,1
IN10040104,1
IN10040105,1
IN10040106,1
IN10040107,1
IN10040108,2
IN10040109,1
IN10040110,1
IN10040111,3
IN10040112,1
IN10040113,1
IN10040114,1
IN10040115,1
IN10040116,1
IN10040117,2
IN10040118,1
IN10040119,1
IN10040120,2
IN10040121,1
IN10040122,1
IN10040123,1
IN10040124,3
IN10040125,1
IN10040126,2
IN10040137,3
IN10040139,1
IN10040142,1
IN10040143,1
IN10040144,1
IN10040145,1
IN10040146,1
IN10040147,1
IN10040148,1
IN10040150,1
IN10040151,1
IN10040152,2
IN10040153,1
IN10040154,1
IN10040155,1
IN10040156,1
IN10040158,2
IN10040161,3
IN10040162,1
IN10040163,1
IN10040164,1
IN10040165,1
IN10040166,1
IN10040167,1
IN10040168,2
IN10040169,3
IN10040170,1
IN10040171,1
IN10040173,4
IN10040174,2
IN10040176,1
IN10040177,1
IN10040178,3
IN10040179,1
IN10040180,1
IN10040182,1
IN10040183,3
IN10040184,1
IN10040185,1
IN10040186,1
IN10040187,1
IN10040188,1
IN10040189,1
IN10040190,1
IN10040191,1
IN10040192,1
IN10040193,2
IN10040194,2
IN10040195,1
IN10040196,1
IN10040197,1
IN10040200,2
IN10040202,1
IN10040203,1
IN10040204,1
IN10040205,1
IN10040207,1
IN10040208,3
IN10040210,4
IN10040211,1
IN10040213,1
IN10040214,3
IN10040215,0
IN10040216,2
IN10040217,6
IN10040219,1
IN10040220,1
IN10040221,1
IN10040224,1
IN10040225,1
IN10040226,5
IN10040227,2
IN10040228,3
IN10040229,1
IN10040230,1
IN10040231,1
IN10040232,1
IN10040233,2
IN10040234,1
IN10040235,1
IN10040236,2
IN10040237,1
IN10040238,1
IN10040239,1
IN10040240,2
IN10040241,1
IN10040242,1
IN10040243,2
IN10040244,1
IN10040245,2
IN10040246,1
IN10040247,1
IN10040248,3
IN10040249,1
IN10040250,1
IN10040251,1
IN10040252,1
IN10040253,1
IN10040254,1
IN10040255,1
IN10040256,6
IN10040257,1
IN10040258,1
IN10040259,1
IN10040260,1
IN10040261,3
IN10040262,2
IN10040263,2
IN10040264,2
IN10040266,1
IN10040267,1
IN10040268,1
IN10040269,1
IN10040270,2
IN10040271,1
IN10040272,1
IN10040273,1
IN10040274,2
IN10040275,1
IN10040276,1
IN10040277,2
IN10040278,1
IN10040279,1
IN10040280,1
IN10040281,1
IN10040282,1
IN10040283,2
IN10040284,1
IN10040285,2
IN10040286,1
IN10040287,1
IN10040288,2
IN10040289,1
IN10040292,2
IN10040293,1
IN10040294,2
IN10040295,1
IN10040296,2
IN10040297,1
IN10040298,1
IN10040299,1
IN10040300,2
IN10040301,1
IN10040302,1
IN10040303,2
IN10040304,2
IN10040305,3
IN10040306,1
IN10040308,2
IN10040309,2
IN10040310,2
IN10040311,3
IN10040313,2
IN10040315,1
IN10040316,2
IN10040317,1
IN10040319,2
IN10040320,1
IN10040321,1
IN10040323,2
IN10040324,2
IN10040325,1
IN10040326,1
IN10040328,1
IN10040329,1
IN10040330,1
IN10040331,1
IN10040332,1
IN10040333,0
IN10040334,2
IN10040335,1
IN10040336,1
IN10040337,1
IN10040338,2
IN10040339,4
IN10040340,1
IN10040341,1
IN10040342,2
IN10040343,4
IN10040344,1
IN10040345,1
IN10040346,1
IN10040347,3
IN10040348,1
IN10040349,1
IN10040350,1
IN10040351,1
IN10040352,1
IN10040353,1
IN10040354,1
IN10040355,1
IN10040356,1
IN10040357,1
IN10040358,1
IN10040359,1
IN10040360,1
IN10040361,2
IN10040362,2
IN10040363,1
IN10040364,1
IN10040365,2
IN10040366,1
IN10040367,1
IN10040368,2
IN10040369,1
IN10040370,3
IN10040371,1
IN10040372,1
IN10040373,1
IN10040374,1
IN10040375,1
IN10040376,1
IN10040377,1
IN10040378,1
IN10040379,2
IN10040380,1
IN10040381,1
IN10040382,1
IN10040383,1
IN10040384,1
IN10040385,1
IN10040386,2
IN10040387,2
IN10040388,1
IN10040389,1
IN10040390,1
IN10040391,2
IN10040392,1
IN10040393,1
IN10040394,4
IN10040395,2
IN10040396,1
IN10040397,1
IN10040398,1
IN10040400,1
IN10040401,2
IN10040402,1
IN10040403,1
IN10040404,3
IN10040405,2
IN10040406,3
IN10040407,2
IN10040408,1
IN10040409,1
IN10040410,1
IN10040411,3
IN10040412,1
IN10040413,2
IN10040414,1
IN10040415,1
IN10040416,2
IN10040417,1
IN10040418,1
IN10040419,1
IN10040420,1
IN10040421,1
IN10040422,1
IN10040423,1
IN10040424,1
IN10040425,2
IN10040426,2
IN10040427,1
IN10040428,1
IN10040429,4
IN10040430,1
IN10040431,3
IN10040432,1
IN10040433,1
IN10040434,1
IN10040435,2
IN10040436,1
IN10040438,1
IN10040439,4
IN10040440,2
IN10040441,1
IN10040442,1
IN10040443,3
IN10040444,2
IN10040445,1
IN10040447,1
IN10040449,1
IN10040450,2
IN10040451,1
IN10040454,1
IN10040455,1
IN10040456,1
IN10040457,5
IN10040458,1
IN10040459,1
IN10040460,1
IN10040461,3
IN10040462,1
IN10040463,1
IN10040464,1
IN10040465,1
IN10040466,1
IN10040467,1
IN10040468,2
IN10040469,2
IN10040470,1
IN10040471,1
IN10040472,2
IN10040473,1
IN10040474,1
IN10040475,1
IN10040476,1
IN10040477,2
IN10040478,1
IN10040479,1
IN10040480,2
IN10040481,1
IN10040482,2
IN10040483,2
IN10040484,1
IN10040485,1
IN10040486,1
IN10040487,1
IN10040488,2
IN10040489,1
IN10040490,1
IN10040491,1
IN10040492,1
IN10040493,1
IN10040494,1
IN10040495,1
IN10040496,1
IN10040497,1
IN10040498,1
IN10040499,1
IN10040500,1
IN10040501,1
IN10040502,1
IN10040503,1
IN10040504,1
IN10040505,1
IN10040506,1
IN10040507,3
IN10040508,2
IN10040509,1
IN10040510,1
IN10040511,2
IN10040512,1
IN10040513,2
IN10040514,1
IN10040515,1
IN10040516,1
IN10040517,1
IN10040518,2
IN10040519,4
IN10040520,1
IN10040521,1
IN10040522,3
IN10040523,1
IN10040524,2
IN10040525,1
IN10040526,1
IN10040527,1
IN10040528,1
IN10040529,1
IN10040530,1
IN10040531,1
IN10040532,1
IN10040533,1
IN10040534,1
IN10040535,1
IN10040536,5
IN10040537,1
IN10040538,2
IN10040539,1
IN10040540,3
IN10040541,2
IN10040542,1
IN10040543,1
IN10040544,1
IN10040545,1
IN10040546,1
IN10040547,1
IN10040548,1
IN10040549,1
IN10040550,1
IN10040551,1
IN10040552,2
IN10040553,3
IN10040554,4
IN10040556,2
IN10040557,3
IN10040558,2
IN10040560,1
IN10040561,2
IN10040562,1
IN10040563,3
IN10040564,1
IN10040565,1
IN10040566,2
IN10040567,0
IN10040568,3
IN10040569,1
IN10040570,1
IN10040571,1
IN10040572,0
IN10040573,2
IN10040574,2
IN10040575,1
IN10040576,1
IN10040577,2
IN10040578,1
IN10040579,2
IN10040580,1
IN10040581,3
IN10040582,1
IN10040583,2
IN10040584,1
IN10040585,1
IN10040586,2
IN10040587,1
IN10040588,1
IN10040589,3
IN10040590,3
IN10040591,2
IN10040592,2
IN10040593,3
IN10040595,1
IN10040596,2
IN10040597,1
IN10040598,1
IN10040599,3
IN10040600,4
IN10040601,1
IN10040602,3
IN10040603,1
IN10040604,1
IN10040605,1
IN10040606,1
IN10040607,1
IN10040608,1
IN10040614,1
IN10040615,1
IN10040617,1
IN10040618,2
IN10040620,1
IN10040621,1
IN10040622,1
IN10040623,1
IN10040624,1
IN10040625,1
IN10040626,1
IN10040627,1
IN10040628,1
IN10040629,3
IN10040630,1
IN10040631,2
IN10040632,2
IN10040634,1
IN10040635,1
IN10040636,1
IN10040637,1
IN10040638,6
IN10040639,1
IN10040640,1
IN10040641,1
IN10040642,1
IN10040643,1
IN10040647,1
IN10040650,1
IN10040651,0
IN10040652,1
IN10040653,1
IN10040654,2
IN10040655,2
IN10040656,1
IN10040657,1
IN10040658,2
IN10040659,1
IN10040660,5
IN10040661,1
IN10040662,1
IN10040663,2
IN10040664,1
IN10040665,1
IN10040666,1
IN10040667,2
IN10040668,1
IN10040669,3
IN10040670,1
IN10040671,1
IN10040672,2
IN10040673,1
IN10040674,1
IN10040675,1
IN10040676,1
IN10040677,1
IN10040678,1
IN10040679,1
IN10040680,1
IN10040681,1
IN10040682,1
IN10040684,2
IN10040685,1
IN10040686,1
IN10040687,1
IN10040688,1
IN10040689,1
IN10040690,1
IN10040691,1
IN10040692,3
IN10040693,1
IN10040694,2
IN10040695,1
IN10040696,2
IN10040697,2
IN10040698,1
IN10040699,1
IN10040700,1
IN10040703,1
IN10040704,1
IN10040705,1
IN10040706,1
IN10040707,1
IN10040708,2
IN10040709,1
IN10040710,1
IN10040711,1
IN10040712,2
IN10040713,1
IN10040714,1
IN10040715,1
IN10040716,1
IN10040717,1
IN10040718,1
IN10040719,1
IN10040720,1
IN10040721,1
IN10040722,2
IN10040723,1
IN10040724,1
IN10040725,1
IN10040726,1
IN10040727,2
IN10040728,1
IN10040729,1
IN10040730,1
IN10040731,1
IN10040732,3
IN10040733,1
IN10040734,1
IN10040735,1
IN10040736,1
IN10040737,1
IN10040738,1
IN10040739,1
IN10040740,1
IN10040741,1
IN10040742,1
IN10040743,1
IN10040744,1
IN10040746,1
IN10040747,2
IN10040748,1
IN10040749,1
IN10040751,1
IN10040752,0
IN10040753,1
IN10040754,1
IN10040755,1
IN10040757,3
IN10040758,1
IN10040759,1
IN10040760,1
IN10040761,1
IN10040762,1
IN10040763,2
IN10040764,1
IN10040765,2
IN10040766,2
IN10040767,1
IN10040769,2
IN10040770,1
IN10040772,11
IN10040773,1
IN10040774,1
IN10040775,1
IN10040777,1
IN10040778,2
IN10040783,1
IN10040784,2
IN10040785,1
IN10040793,2
IN10040804,2
IN10040808,1
IN10040811,1
IN10040812,1
IN10040813,2
IN10040814,1
IN10040816,1
IN10040817,2
IN10040818,2
IN10040819,2
IN10040820,2
IN10040821,2
IN10040822,2
IN10040823,6
IN10040824,1
IN10040825,1
IN10040826,1
IN10040827,1
IN10040828,1
IN10040829,1
IN10040830,1
IN10040832,1
IN10040833,1
IN10040834,2
IN10040835,1
IN10040836,2
IN10040837,1
IN10040838,1
IN10040839,1
IN10040840,1
IN10040841,1
IN10040842,1
IN10040843,1
IN10040844,1
IN10040845,1
IN10040846,5
IN10040847,1
IN10040848,1
IN10040849,3
IN10040850,1
IN10040851,1
IN10040853,2
IN10040854,1
IN10040855,1
IN10040856,2
IN10040857,1
IN10040858,3
IN10040859,1
IN10040860,1
IN10040861,1
IN10040862,1
IN10040863,1
IN10040864,1
IN10040865,3
IN10040866,1
IN10040867,3
IN10040868,1
IN10040869,1
IN10040870,2
IN10040871,1
IN10040872,1
IN10040873,1
IN10040874,2
IN10040875,1
IN10040876,1
IN10040877,1
IN10040878,2
IN10040879,2
IN10040880,2
IN10040881,1
IN10040882,1
IN10040883,1
IN10040884,1
IN10040885,1
IN10040886,1
IN10040887,1
IN10040888,1
IN10040889,3
IN10040890,1
IN10040891,1
IN10040892,2
IN10040893,3
IN10040894,2
IN10040895,4
IN10040899,2
IN10040900,2
IN10040901,0
IN10040902,1
IN10040905,1
IN10040907,1
IN10040908,1
IN10040909,1
IN10040910,1
IN10040911,1
IN10040912,1
IN10040914,1
IN10040915,1
IN10040916,1
IN10040917,1
IN10040918,1
IN10040919,1
IN10040920,1
IN10040921,1
IN10040922,1
IN10040923,1
IN10040924,1
IN10040925,1
IN10040926,2
IN10040927,2
IN10040928,1
IN10040929,1
IN10040930,1
IN10040931,3
IN10040932,1
IN10040933,1
IN10040934,1
IN10040935,2
IN10040936,2
IN10040937,1
IN10040938,1
IN10040939,1
IN10040940,1
IN10040941,2
IN10040942,1
IN10040943,2
IN10040944,2
IN10040946,1
IN10040947,1
IN10040948,1
IN10040949,1
IN10040950,3
IN10040952,3
IN10040953,2
IN10040954,1
IN10040955,1
IN10040956,1
IN10040958,1
IN10040959,1
IN10040960,2
IN10040961,1
IN10040963,1
IN10040964,1
IN10040965,2
IN10040966,1
IN10040967,1
IN10040968,1
IN10040969,1
IN10040970,2
IN10040971,1
IN10040972,1
IN10040973,2
IN10040974,4
IN10040975,1
IN10040976,2
IN10040978,1
IN10040979,1
IN10040980,1
IN10040981,1
IN10040982,2
IN10040983,1
IN10040984,1
IN10040985,1
IN10040986,1
IN10040987,1
IN10040988,1
IN10040989,1
IN10040991,1
IN10040992,1
IN10040993,2
IN10040994,1
IN10040995,1
IN10040996,1
IN10040997,1
IN10040998,1
IN10040999,1
IN10041000,1
IN10041001,2
IN10041002,1
IN10041003,1
IN10041004,1
IN10041005,1
IN10041006,1
IN10041007,2
IN10041008,1
IN10041009,1
IN10041010,1
IN10041011,1
IN10041012,1
IN10041013,3
IN10041014,1
IN10041015,1
IN10041016,1
IN10041017,1
IN10041018,2
IN10041019,1
IN10041020,3
IN10041021,2
IN10041022,1
IN10041023,3
IN10041024,1
IN10041025,1
IN10041026,1
IN10041027,1
IN10041028,1
IN10041029,3
IN10041030,2
IN10041031,1
IN10041033,1
IN10041034,2
IN10041035,3
IN10041036,1
IN10041038,1
IN10041039,1
IN10041040,1
IN10041041,1
IN10041042,1
IN10041043,1
IN10041044,1
IN10041045,1
IN10041048,1
IN10041049,3
IN10041052,1
IN10041055,2
IN10041056,1
IN10041057,2
IN10041060,1
IN10041061,1
IN10041062,4
IN10041064,1
IN10041065,1
IN10041066,1
IN10041074,1
IN10041075,1
IN10041076,2
IN10041077,1
IN10041078,1
IN10041079,1
IN10041080,1
IN10041081,2
IN10041082,1
IN10041083,1
IN10041084,1
IN10041085,3
IN10041086,1
IN10041087,1
IN10041098,2
IN10041100,1
IN10041101,2
IN10041102,1
IN10041103,1
IN10041104,1
IN10041105,2
IN10041106,1
IN10041107,1
IN10041108,1
IN10041109,1
IN10041110,2
IN10041111,2
IN10041112,1
IN10041113,5
IN10041115,1
IN10041116,2
IN10041117,2
IN10041118,2
IN10041119,1
IN10041120,3
IN10041121,1
IN10041122,2
IN10041123,1
IN10041124,1
IN10041125,3
IN10041126,1
IN10041127,1
IN10041128,1
IN10041129,4
IN10041130,5
IN10041131,2
IN10041132,2
IN10041133,2
IN10041137,1
IN10041138,1
IN10041139,1
IN10041140,1
IN10041141,1
IN10041142,1
IN10041143,1
IN10041144,1
IN10041145,1
IN10041146,1
IN10041147,1
IN10041148,1
IN10041149,1
IN10041151,1
IN10041154,2
IN10041155,2
IN10041156,1
IN10041157,1
IN10041158,1
IN10041159,1
IN10041160,1
IN10041161,1
IN10041162,1
IN10041163,1
IN10041164,1
IN10041166,1
IN10041167,1
IN10041169,1
IN10041170,3
IN10041171,1
IN10041172,1
IN10041173,1
IN10041174,1
IN10041175,1
IN10041176,1
IN10041177,1
IN10041178,1
IN10041179,3
IN10041180,1
IN10041181,1
IN10041184,1
IN10041185,2
IN10041186,1
IN10041187,1
IN10041188,1
IN10041189,1
IN10041190,1
IN10041191,1
IN10041192,2
IN10041193,3
IN10041194,2
IN10041195,2
IN10041196,1
IN10041197,1
IN10041198,1
IN10041199,1
IN10041206,1
IN10041207,1
IN10041210,1
IN10041215,1
IN10041216,3
IN10041217,3
IN10041219,1
IN10041220,1
IN10041221,1
IN10041222,1
IN10041223,1
IN10041224,1
IN10041225,1
IN10041226,4
IN10041227,1
IN10041228,1
IN10041229,2
IN10041230,1
IN10041231,1
IN10041232,2
IN10041233,1
IN10041234,2
IN10041235,3
IN10041237,0
IN10041238,2
IN10041239,1
IN10041240,1
IN10041241,1
IN10041242,1
IN10041243,1
IN10041244,1
IN10041245,1
IN10041246,1
IN10041247,2
IN10041248,1
IN10041249,2
IN10041250,1
IN10041251,2
IN10041252,1
IN10041253,3
IN10041254,1
IN10041255,1
IN10041256,1
IN10041257,1
IN10041258,2
IN10041260,1
IN10041261,1
IN10041262,1
IN10041263,2
IN10041264,1
IN10041265,2
IN10041266,1
IN10041267,3
IN10041268,2
IN10041269,1
IN10041270,1
IN10041271,1
IN10041272,1
IN10041273,1
IN10041274,1
IN10041275,1
IN10041276,1
IN10041277,1
IN10041278,2
IN10041279,1
IN10041280,1
IN10041281,1
IN10041282,2
IN10041283,1
IN10041284,1
IN10041285,1
IN10041286,2
IN10041287,1
IN10041288,1
IN10041289,2
IN10041290,1
IN10041291,2
IN10041292,1
IN10041293,1
IN10041294,1
IN10041295,1
IN10041296,2
IN10041297,1
IN10041298,2
IN10041299,0
IN10041300,2
IN10041301,2
IN10041302,2
IN10041303,1
IN10041304,1
IN10041305,3
IN10041306,1
IN10041307,2
IN10041308,1
IN10041309,1
IN10041310,1
IN10041311,1
IN10041312,1
IN10041313,2
IN10041314,1
IN10041315,1
IN10041316,1
IN10041317,1
IN10041318,2
IN10041319,1
IN10041320,1
IN10041321,1
IN10041322,1
IN10041323,1
IN10041324,1
IN10041325,2
IN10041326,1
IN10041327,1
IN10041328,1
IN10041329,1
IN10041330,1
IN10041331,1
IN10041332,2
IN10041333,2
IN10041334,2
IN10041335,1
IN10041336,1
IN10041337,2
IN10041338,2
IN10041339,1
IN10041340,1
IN10041341,1
IN10041342,1
IN10041343,1
IN10041344,1
IN10041345,1
IN10041346,1
IN10041347,2
IN10041348,4
IN10041349,1
IN10041350,1
IN10041351,1
IN10041352,1
IN10041353,2
IN10041354,1
IN10041355,2
IN10041356,1
IN10041357,2
IN10041358,1
IN10041359,2
IN10041360,1
IN10041361,3
IN10041362,1
IN10041363,1
IN10041364,2
IN10041365,2
IN10041366,1
IN10041367,2
IN10041368,1
IN10041369,1
IN10041370,1
IN10041371,1
IN10041372,1
IN10041373,1
IN10041374,3
IN10041375,1
IN10041376,2
IN10041377,1
IN10041378,1
IN10041379,1
IN10041380,1
IN10041381,1
IN10041382,1
IN10041383,1
IN10041384,1
IN10041386,2
IN10041387,1
IN10041389,1
IN10041390,1
IN10041391,1
IN10041392,1
IN10041394,2
IN10041395,1
IN10041396,1
IN10041397,1
IN10041398,2
IN10041399,1
IN10041400,3
IN10041401,1
IN10041402,3
IN10041403,1
IN10041404,3
IN10041405,1
IN10041406,3
IN10041408,2
IN10041409,1
IN10041411,1
IN10041412,2
IN10041413,1
IN10041414,1
IN10041415,2
IN10041416,1
IN10041417,1
IN10041418,1
IN10041420,1
IN10041421,1
IN10041422,2
IN10041423,2
IN10041424,1
IN10041426,3
IN10041427,1
IN10041429,1
IN10041430,2
IN10041431,1
IN10041433,1
IN10041434,1
IN10041435,1
IN10041436,1
IN10041437,3
IN10041438,1
IN10041439,1
IN10041440,1
IN10041441,1
IN10041442,1
IN10041443,1
IN10041444,3
IN10041445,2
IN10041446,1
IN10041447,1
IN10041448,1
IN10041449,1
IN10041450,1
IN10041451,1
IN10041452,2
IN10041453,3
IN10041454,1
IN10041455,2
IN10041456,1
IN10041457,1
IN10041458,2
IN10041460,1
IN10041461,2
IN10041462,3
IN10041465,1
IN10041466,4
IN10041467,1
IN10041468,2
IN10041470,2
IN10041471,1
IN10041472,1
IN10041474,2
IN10041475,1
IN10041476,1
IN10041477,1
IN10041478,1
IN10041480,2
IN10041481,2
IN10041482,1
IN10041483,2
IN10041484,4
IN10041485,1
IN10041486,2
IN10041487,1
IN10041488,1
IN10041489,4
IN10041490,2
IN10041491,1
IN10041492,1
IN10041493,1
IN10041494,1
IN10041495,1
IN10041496,1
IN10041497,1
IN10041498,3
IN10041499,1
IN10041500,1
IN10041501,2
IN10041502,1
IN10041503,1
IN10041504,2
IN10041505,1
IN10041506,1
IN10041507,1
IN10041508,1
IN10041509,1
IN10041510,1
IN10041511,2
IN10041512,1
IN10041514,2
IN10041515,1
IN10041516,1
IN10041517,1
IN10041518,1
IN10041519,2
IN10041531,1
IN10041532,1
IN10041533,1
IN10041535,1
IN10041536,1
IN10041537,2
IN10041538,1
IN10041539,1
IN10041540,1
IN10041541,1
IN10041542,1
IN10041543,1
IN10041544,1
IN10041545,1
IN10041546,1
IN10041547,1
IN10041548,1
IN10041549,1
IN10041550,4
IN10041551,1
IN10041552,1
IN10041553,1
IN10041554,1
IN10041555,1
IN10041556,2
IN10041557,2
IN10041558,3
IN10041559,1
IN10041560,3
IN10041561,1
IN10041562,4
IN10041564,1
IN10041566,2
IN10041568,1
IN10041569,1
IN10041570,2
IN10041571,0
IN10041572,2
IN10041573,1
IN10041574,1
IN10041575,1
IN10041576,2
IN10041577,1
IN10041578,1
IN10041579,1
IN10041580,1
IN10041581,1
IN10041583,1
IN10041584,4
IN10041585,3
IN10041586,4
IN10041587,1
IN10041588,3
IN10041589,1
IN10041590,1
IN10041591,1
IN10041592,3
IN10041593,4
IN10041594,3
IN10041595,1
IN10041596,2
IN10041597,1
IN10041598,1
IN10041599,1
IN10041600,3
IN10041601,1
IN10041602,1
IN10041603,3
IN10041604,1
IN10041605,2
IN10041606,2
IN10041607,2
IN10041608,4
IN10041609,2
IN10041610,3
IN10041611,1
IN10041612,1
IN10041613,1
IN10041614,1
IN10041615,1
IN10041616,2
IN10041617,1
IN10041618,3
IN10041619,1
IN10041620,1
IN10041622,1
IN10041623,1
IN10041624,1
IN10041625,1
IN10041627,2
IN10041628,3
IN10041629,3
IN10041630,1
IN10041631,1
IN10041632,1
IN10041633,6
IN10041635,1
IN10041636,3
IN10041637,3
IN10041638,6
IN10041639,2
IN10041640,6
IN10041641,1
IN10041642,4
IN10041643,1
IN10041644,3
IN10041645,1
IN10041646,0
IN10041647,1
IN10041648,1
IN10041649,1
IN10041650,1
IN10041651,1
IN10041652,3
IN10041653,1
IN10041654,1
IN10041655,4
IN10041656,1
IN10041657,1
IN10041658,1
IN10041659,1
IN10041660,1
IN10041661,3
IN10041662,1
IN10041663,1
IN10041664,1
IN10041665,1
IN10041666,2
IN10041667,1
IN10041668,3
IN10041669,1
IN10041670,1
IN10041671,1
IN10041672,3
IN10041673,1
IN10041674,2
IN10041675,7
IN10041676,2
IN10041677,1
IN10041678,1
IN10041679,3
IN10041680,2
IN10041683,1
IN10041684,2
IN10041685,1
IN10041686,1
IN10041687,1
IN10041688,2
IN10041689,1
IN10041690,3
IN10041691,1
IN10041695,1
IN10041696,3
IN10041697,1
IN10041698,2
IN10041699,1
IN10041700,1
IN10041701,1
IN10041702,1
IN10041703,2
IN10041704,1
IN10041705,1
IN10041706,2
IN10041707,2
IN10041709,2
IN10041710,4
IN10041711,1
IN10041712,1
IN10041714,1
IN10041715,1
IN10041716,1
IN10041717,1
IN10041718,1
IN10041719,1
IN10041720,1
IN10041721,1
IN10041722,1
IN10041723,4
IN10041724,1
IN10041725,2
IN10041726,1
IN10041727,1
IN10041728,4
IN10041729,2
IN10041730,1
IN10041731,1
IN10041732,4
IN10041733,1
IN10041734,2
IN10041735,1
IN10041736,1
IN10041737,2
IN10041739,1
IN10041741,1
IN10041742,1
IN10041743,1
IN10041744,2
IN10041745,1
IN10041746,1
IN10041747,5
IN10041749,1
IN10041750,1
IN10041751,1
IN10041752,1
IN10041753,1
IN10041754,1
IN10041756,1
IN10041757,1
IN10041758,1
IN10041759,1
IN10041760,2
IN10041761,5
IN10041762,2
IN10041763,1
IN10041764,1
IN10041765,1
IN10041766,1
IN10041767,1
IN10041768,2
IN10041769,2
IN10041770,3
IN10041771,3
IN10041772,2
IN10041773,1
IN10041774,1
IN10041775,1
IN10041776,2
IN10041777,1
IN10041778,1
IN10041779,2
IN10041780,2
IN10041781,2
IN10041782,1
IN10041783,1
IN10041784,2
IN10041785,3
IN10041787,1
IN10041788,1
IN10041789,2
IN10041790,1
IN10041791,2
IN10041792,1
IN10041793,2
IN10041794,2
IN10041795,2
IN10041796,1
IN10041797,1
IN10041798,2
IN10041799,1
IN10041800,1
IN10041801,2
IN10041802,1
IN10041803,1
IN10041806,1
IN10041807,2
IN10041810,2
IN10041811,1
IN10041812,1
IN10041813,1
IN10041814,1
IN10041815,1
IN10041816,1
IN10041817,1
IN10041818,3
IN10041820,1
IN10041821,1
IN10041822,1
IN10041823,0
IN10041824,1
IN10041825,1
IN10041826,1
IN10041827,2
IN10041828,2
IN10041829,1
IN10041830,2
IN10041836,0
IN10041837,2
IN10041838,2
IN10041839,2
IN10041841,1
IN10041842,2
IN10041843,1
IN10041844,1
IN10041845,1
IN10041846,2
IN10041847,1
IN10041848,2
IN10041849,1
IN10041850,1
IN10041851,1
IN10041852,1
IN10041853,1
IN10041854,3
IN10041855,1
IN10041856,1
IN10041857,1
IN10041858,1
IN10041860,1
IN10041861,2
IN10041864,2
IN10041870,1
IN10041881,1
IN10041882,1
IN10041883,2
IN10041884,4
IN10041885,1
IN10041887,1
IN10041888,2
IN10041889,2
IN10041890,1
IN10041891,2
IN10041892,3
IN10041893,1
IN10041894,1
IN10041895,1
IN10041896,1
IN10041897,1
IN10041898,1
IN10041900,1
IN10041903,1
IN10041907,1
IN10041908,1
IN10041909,1
IN10041911,1
IN10041912,1
IN10041913,3
IN10041914,1
IN10041916,2
IN10041918,1
IN10041919,1
IN10041920,1
IN10041921,1
IN10041922,1
IN10041923,1
IN10041925,1
IN10041926,1
IN10041927,1
IN10041928,1
IN10041929,1
IN10041930,1
IN10041931,1
IN10041933,1
IN10041934,1
IN10041935,2
IN10041936,2
IN10041937,1
IN10041938,1
IN10041939,1
IN10041940,1
IN10041941,1
IN10041942,1
IN10041943,1
IN10041944,1
IN10041945,2
IN10041946,2
IN10041947,1
IN10041948,1
IN10041949,1
IN10041950,1
IN10041952,1
IN10041953,1
IN10041954,1
IN10041955,1
IN10041956,2
IN10041957,2
IN10041958,2
IN10041959,2
IN10041960,2
IN10041961,1
IN10041962,1
IN10041963,1
IN10041964,1
IN10041965,1
IN10041966,1
IN10041967,1
IN10041968,1
IN10041969,3
IN10041970,1
IN10041971,2
IN10041972,1
IN10041973,1
IN10041975,1
IN10041977,2
IN10041978,2
IN10041979,2
IN10041980,3
IN10041982,1
IN10041983,2
IN10041984,2
IN10041985,1
IN10041986,2
IN10041987,1
IN10041988,2
IN10041989,1
IN10041992,1
IN10041993,1
IN10041994,2
IN10041995,2
IN10041996,1
IN10041997,1
IN10041998,1
IN10041999,1
IN10042001,4
IN10042003,1
IN10042004,2
IN10042005,1
IN10042006,1
IN10042007,2
IN10042008,1
IN10042009,1
IN10042010,1
IN10042011,1
IN10042012,1
IN10042013,1
IN10042014,2
IN10042015,2
IN10042017,1
IN10042018,2
IN10042019,1
IN10042020,1
IN10042022,1
IN10042023,1
IN10042024,1
IN10042025,1
IN10042026,2
IN10042027,2
IN10042028,1
IN10042029,1
IN10042030,3
IN10042031,3
IN10042033,1
IN10042034,1
IN10042035,1
IN10042036,1
IN10042037,1
IN10042038,1
IN10042039,2
